"Date","Seller","Buyer","Item","Price","Durability","Rarity"
"7/3/2015 3:09:25 PM","MystryMchine","ltcmder","Torment II","$20,000","58","g"
"7/3/2015 3:10:02 PM","RegineeF","kolpo","Hold-W125 VI","$2,590,000","100","w"
"7/2/2015 12:03:05 AM","Auburn14","DreamyState","Thorium Armor X","$10,000","39","g"
"7/2/2015 12:18:25 AM","usine72","KanabosKid","Hold-P125 III","$15,000","33","g"
"7/2/2015 12:20:39 AM","lokiomen","cupubank","Hold-P106 IV","$344","23","g"
"7/2/2015 12:21:22 AM","cupubank","KanabosKid","Thorium Armor XIV","$11,000","47","g"
"7/2/2015 12:29:53 AM","usine72","Kark","Hold-R211 V","$15,000","29","g"
"7/2/2015 12:59:06 AM","spagner","iSmooth","Cytoplast Shield II","$1,500","35","g"
"7/2/2015 1:04:11 AM","kuledood32","iSmooth","Hold-H107 III","$5,000","39","g"
"7/2/2015 1:09:19 AM","kingswizz","Kark","Ion Cannon VI","$20,000","25","p"
"7/2/2015 1:09:29 AM","kingswizz","96swordfish","Gauss Cannon VIII","$30,000","57","b"
"7/2/2015 1:11:10 AM","iSmooth","bennyshill","Exoprene Shield IV","$12,500","48","g"
"7/2/2015 1:36:37 AM","iSmooth","TheArchtype","Screamer V","$22,000","77","g"
"7/2/2015 1:55:19 AM","kingswizz","DreamyState","Hold-W207 IV","$25,000","45","b"
"7/2/2015 2:12:10 AM","iSmooth","Fangsnake","Storage II","$23,000","27","g"
"7/2/2015 2:20:39 AM","MrFruitSalt","MrFruitSalt1","Disruptor VII","$4,100","32","g"
"7/2/2015 2:22:02 AM","MrFruitSalt","MrFruitSalt1","Composite Hull III","$2,000","19","g"
"7/2/2015 2:27:53 AM","irwanjoe","stagnantmind","DCD-V8","$250,000","91","p"
"7/2/2015 3:08:09 AM","Neal2Me","ShootEm","Hold-W208 IV","$2,500","20","g"
"7/2/2015 3:09:09 AM","Neal2Me","GenMartok","Hold-W222 IV","$50,000","35","g"
"7/2/2015 3:10:36 AM","muddblower","Setan1501","Holocrine Shield VII","$50,000","63","g"
"7/2/2015 3:31:26 AM","WeWillSee2","Thundore","Hold-W123 III","$1,038","33","g"
"7/2/2015 3:31:26 AM","WeWillSee2","cupubank","Hold-P206 III","$408","19","g"
"7/2/2015 3:32:26 AM","WeWillSee2","KanabosKid","HX-V6","$602","18","g"
"7/2/2015 3:37:26 AM","WeWillSee5","iSmooth","Osmium Armor III","$1,246","52","g"
"7/2/2015 3:53:31 AM","Mackem","grdnshmway","Banshee II","$20,500","62","g"
"7/2/2015 4:06:43 AM","Aishtom","iSmooth","Hold-H208 III","$4,235","52","g"
"7/2/2015 4:17:51 AM","DaDjsMule1","iSmooth","Hold-H115 III","$5,324","53","g"
"7/2/2015 4:17:51 AM","DaDjsMule1","iSmooth","Hold-P225 III","$5,324","32","g"
"7/2/2015 4:19:51 AM","DaDjsMule1","iSmooth","Glory IV","$16,500","44","g"
"7/2/2015 4:22:22 AM","RoyalAssasin","Majikthise","Toil Tech I","$250,000","100","b"
"7/2/2015 4:35:58 AM","Norris","Greyboar","Diamond Armor II","$5,000","24","g"
"7/2/2015 5:04:32 AM","SUMMONED","FluffyT","Cytoplast Shield XII","$75,000","100","b"
"7/2/2015 5:08:55 AM","Mackem","Smockey","Starshatter VII","$245,000","100","b"
"7/2/2015 5:10:44 AM","Graystripe","Smockey","Titanium Hull X","$350,000","70","p"
"7/2/2015 5:11:00 AM","iSmooth","FluffyT","Prophecy I","$12,500","35","g"
"7/2/2015 5:11:23 AM","usine72","FluffyT","Darkness I","$35,000","57","g"
"7/2/2015 5:17:44 AM","kuledood32","FluffyT","Hold-H225 IV","$35,000","46","b"
"7/2/2015 5:40:32 AM","grimreaper","ShootEm","Thorium Armor II","$1,039","53","g"
"7/2/2015 5:56:47 AM","ibeatupkids","RPG80","Stealth Drive","$2,500,000","100","g"
"7/2/2015 6:25:56 AM","grimreaper","cupubank","Smolder V","$742","21","g"
"7/2/2015 6:25:56 AM","grimreaper","MrFruitSalt","Holocrine Shield III","$1,130","39","g"
"7/2/2015 6:25:56 AM","Yogurt","ifightnerdz","WP-V1","$100,000","100","b"
"7/2/2015 7:09:15 AM","Metalgirl","Setan1501","DCD-V7","$1,700,000","95","o"
"7/2/2015 7:12:09 AM","Buckeye27","Bu11dog","Fusion Beam VII","$40,000","72","g"
"7/2/2015 7:16:37 AM","skoper","PiffSponsa","Osmium Armor XIII","$10,000","32","g"
"7/2/2015 7:18:28 AM","Minea","mictropmsu","Exoprene Shield V","$42,000","32","g"
"7/2/2015 7:18:41 AM","nemisisVW","Bu11dog","Exoprene Shield VIII","$155,555","49","g"
"7/2/2015 7:30:36 AM","bgog97522","Thatjuggums","Havok Mk. III","$15,000","62","g"
"7/2/2015 7:31:02 AM","ziuteq","iSmooth","Osmium Armor V","$6,000","37","g"
"7/2/2015 7:34:16 AM","fr1endly","iSmooth","Rapture V","$15,000","36","g"
"7/2/2015 7:39:49 AM","Dick","iSmooth","Storage III","$199,999","100","p"
"7/2/2015 7:39:52 AM","WEED","iSmooth","Storage III","$199,999","100","p"
"7/2/2015 8:43:33 AM","sha256sum","TheUnspoken","Pain II","$17,000","24","g"
"7/2/2015 8:52:23 AM","flpr","Fluffy78","Darkness II","$2,000","18","g"
"7/2/2015 8:56:23 AM","iSmooth","Fluffy78","Ruin II","$19,000","39","g"
"7/2/2015 9:07:26 AM","DarkForce","Gabreal","WP-V2","$1,000,000","38","p"
"7/2/2015 9:59:27 AM","MrFruitSalt","bass","Storage IV","$45,000","85","b"
"7/2/2015 10:05:40 AM","markcalico","Wolf87","Eradicator XX","$150,000","100","b"
"7/2/2015 10:09:10 AM","bliznit","pelotas","Storage V","$1,100,000","100","r"
"7/2/2015 10:17:48 AM","bass","Decoy1337","Composite Hull III","$30,000","97","b"
"7/2/2015 10:39:56 AM","iSmooth","spartans","Osmium Armor X","$35,000","43","g"
"7/2/2015 10:50:18 AM","iSmooth","Skystriker","Storage III","$249,000","100","p"
"7/2/2015 10:51:45 AM","Buckeye27","Skystriker","Meson Blaster VII","$125,000","44","p"
"7/2/2015 10:56:29 AM","Superman1333","derpderpderp","Screamer VIII","$35,000","29","g"
"7/2/2015 11:05:02 AM","Elebreth","ReaperMan","Alien Hunter","$150,000","95","g"
"7/2/2015 11:39:46 AM","WeWillSee4","ShootEm","Diamond Armor VII","$10,615","46","b"
"7/2/2015 11:50:58 AM","mmmsandwich","tracker","Mutilator III","$250,000","34","g"
"7/2/2015 11:57:55 AM","bloodshed","Greyboar","Pulverizer II","$5,500","63","g"
"7/2/2015 12:05:03 PM","skoper","iSmooth","Carbide Hull VIII","$4,235","50","g"
"7/2/2015 12:06:04 PM","skoper","iSmooth","Hold-H208 III","$3,500","64","g"
"7/2/2015 12:07:04 PM","1shotonekill","iSmooth","Hold-W220 III","$5,000","40","g"
"7/2/2015 12:28:13 PM","amarch","tracker","Ajax Gambit XVIII","$200,000","100","b"
"7/2/2015 12:37:40 PM","aulda","Mackem","Screamer III","$10,000","50","g"
"7/2/2015 12:41:20 PM","HermesLLC","glycerin","Disruptor XII","$20,000","23","g"
"7/2/2015 12:47:50 PM","biscutsngrvy","theflax","Hold-W215 IV","$10,000","52","g"
"7/2/2015 12:49:45 PM","cupubank","bgog97522","Osmium Armor VI","$12,000","56","g"
"7/2/2015 12:49:57 PM","Buckeye27","Everyone","Diamond Armor XI","$15,000","22","g"
"7/2/2015 12:51:28 PM","galactiga","Decoy1337","Hold-P215 IX","$7,448","48","p"
"7/2/2015 1:11:32 PM","bumalu","bgog97522","Hold-P215 VI","$8,000","45","g"
"7/2/2015 1:11:38 PM","Everyone","SilverLance","Diamond Armor XI","$25,000","22","g"
"7/2/2015 1:13:46 PM","phantomburn","Neal2Me","Agent Tech I","$1,100,000","100","o"
"7/2/2015 1:24:32 PM","MotherSky","DeWolf","HX-V6","$150,000","100","b"
"7/2/2015 1:38:15 PM","snipekiller","Likeboss520","Ripper X","$5,000","16","g"
"7/2/2015 1:49:15 PM","biscutsngrvy","d3s0lati0n","Silence V","$25,000","56","g"
"7/2/2015 2:23:44 PM","Marnok","DiZZLe","Wyvern VI","$40,000","65","g"
"7/2/2015 2:27:03 PM","bass","Babooo","Hold-P219 VII","$1,000","21","g"
"7/2/2015 2:39:25 PM","chickenparm","Thundore","Wyvern IV","$15,000","33","g"
"7/2/2015 2:40:25 PM","chickenparm","iSmooth","Hold-P211 III","$2,000","26","g"
"7/2/2015 2:44:26 PM","Keymaniwash","2good4u","Desolator III","$300,000","100","b"
"7/2/2015 2:45:00 PM","Kronic","BobRobertsII","Drone Tech I","$350,000","100","g"
"7/2/2015 2:53:34 PM","TychusTwo","iSmooth","Carbide Hull VI","$7,500","53","g"
"7/2/2015 2:53:34 PM","TychusTwo","iSmooth","Titanium Hull VII","$5,500","40","g"
"7/2/2015 2:56:57 PM","Mist","ShadyDream","Storage IV","$480,000","100","o"
"7/2/2015 2:59:17 PM","Smockey","CrazyBob","Viper XII","$200,000","71","p"
"7/2/2015 3:09:51 PM","SUMMONED","Elebreth","Exodus VI","$135,000","100","p"
"7/2/2015 3:10:18 PM","cupubank","Wap","Exoprene Shield II","$11,000","53","g"
"7/2/2015 3:20:12 PM","amarch","cberkes","LCD-V1","$399,999","100","p"
"7/2/2015 3:24:50 PM","Marnok","stagnantmind","Harpy IX","$200,000","100","p"
"7/2/2015 3:37:21 PM","Mackem","durakin2","Screamer VII","$145,000","22","b"
"7/2/2015 3:47:10 PM","Rhoxursox","IronTrev","Auto Cannon III","$140,000","63","b"
"7/2/2015 3:52:59 PM","ziuteq","RoyalHunter","Auto Cannon VI","$10,000","67","g"
"7/1/2015 12:06:27 AM","flayerkiller","robinhood","Starshatter VI","$225,000","81","b"
"7/1/2015 12:06:37 AM","Fluffy79","pixellated","Thorium Armor VI","$1,166","43","g"
"7/1/2015 12:06:37 AM","Fluffy79","pixellated","Hold-P221 IV","$776","43","g"
"7/1/2015 12:07:35 AM","FluffyT","pixellated","Hold-W123 III","$1,054","49","g"
"7/1/2015 12:18:41 AM","RoyalMarine","PiffSponsa","Alien Hunter","$400,000","99","b"
"7/1/2015 12:19:01 AM","mrelic","DarkOrbitRU1","Hold-P204 III","$2,000","47","g"
"7/1/2015 12:20:39 AM","TheDarkOne","TacticalLime","Hold-W118 VII","$32,500","47","b"
"7/1/2015 12:48:19 AM","TychusTwo","Nadeshiko","Storage III","$80,000","80","b"
"7/1/2015 12:49:30 AM","DreamyState","Nadeshiko","Basilisk I","$10,000","64","g"
"7/1/2015 12:58:56 AM","Buckeye27","iSmooth","Storage II","$5,000","27","g"
"7/1/2015 1:06:18 AM","daradas","plons","Proton Launcher V","$9,500","39","g"
"7/1/2015 1:17:40 AM","RoyalSpy","Lethalis","Storage IV","$550,000","100","o"
"7/1/2015 1:19:28 AM","DeWolf","Lethalis","Rapture IX","$500,000","100","p"
"7/1/2015 1:26:17 AM","Countjimula","kjibik","Hold-H103 III","$7,000","32","g"
"7/1/2015 1:39:14 AM","iSmooth","MrFruitSalt","Hold-H122 III","$12,500","60","g"
"7/1/2015 1:41:17 AM","Norris","RobotMonkey","Hold-H122 VII","$28,400","47","g"
"7/1/2015 1:48:33 AM","BloodBoy","Squints","Dragon II","$45,000","100","g"
"7/1/2015 1:48:33 AM","BloodBoy","lamerapaypa","Horror XIII","$49,500","100","g"
"7/1/2015 1:48:33 AM","BloodBoy","soapysmoove","Glory X","$45,000","100","g"
"7/1/2015 1:49:33 AM","BloodBoy","Squints","Ion Cannon II","$75,000","100","g"
"7/1/2015 1:51:33 AM","BloodBoy","Bu11dog","Titanium Hull XI","$175,000","100","g"
"7/1/2015 1:51:33 AM","BloodBoy","RobotMonkey","Hold-P122 VII","$44,000","100","g"
"7/1/2015 1:52:45 AM","Hart","ibeatupkids","LCD-V5","$2,500,000","100","o"
"7/1/2015 1:58:58 AM","Countjimula","UNL3ASH3D","LCD-V1","$4,000","37","g"
"7/1/2015 1:59:41 AM","Fluffy80","DarkOrbitRU1","Carbide Hull IV","$1,447","45","g"
"7/1/2015 1:59:41 AM","Fluffy79","kjibik","Hold-W207 V","$440","24","g"
"7/1/2015 2:12:53 AM","biscutsngrvy","TheQ","Exodus V","$30,000","60","g"
"7/1/2015 2:26:13 AM","mmmsandwich","Sent","Drone Tech I","$375,000","100","b"
"7/1/2015 2:26:19 AM","iSmooth","Keymaniwash","Osmium Armor XII","$39,000","50","g"
"7/1/2015 2:33:57 AM","SwineFlu","NanoBankLLC","Phaser XI","$13,000","100","b"
"7/1/2015 2:43:51 AM","iSmooth","kjibik","Holocrine Shield III","$9,500","52","g"
"7/1/2015 2:47:05 AM","Countjimula","cupubank","Meson Blaster IX","$2,500","63","g"
"7/1/2015 2:47:05 AM","Drago27","cupubank","Hold-H108 VI","$339","20","g"
"7/1/2015 2:47:58 AM","iSmooth","Newwars","Destruction II","$15,000","49","g"
"7/1/2015 2:48:05 AM","Drago27","Squints","Osmium Armor XIII","$2,667","52","g"
"7/1/2015 2:48:05 AM","Drago27","cupubank","Osmium Armor X","$1,274","34","g"
"7/1/2015 2:48:05 AM","Countjimula","cupubank","Composite Hull I","$1,500","44","g"
"7/1/2015 2:48:16 AM","neelsie86","TheLexicon","Bounty Hunter","$300,000","74","b"
"7/1/2015 2:50:05 AM","Countjimula","cupubank","Hold-H212 VII","$1,500","64","g"
"7/1/2015 2:52:12 AM","MadJackster","TheLexicon","Skip Drive","$599,999","100","o"
"7/1/2015 2:55:56 AM","bliznit","TheLexicon","Riftbreaker IX","$650,000","100","b"
"7/1/2015 3:07:12 AM","Drago27","Squints","Torment II","$20,898","42","g"
"7/1/2015 3:12:12 AM","qqking","Squints","Viper II","$2,662","27","g"
"7/1/2015 3:28:27 AM","ChaoticLoki","iSmooth","Storage III","$10,000","100","g"
"7/1/2015 3:34:34 AM","Superman1333","Kronic","Holocrine Shield XI","$75,000","44","b"
"7/1/2015 3:36:04 AM","jaxk","Chalky","Atomizer III","$120,000","57","g"
"7/1/2015 3:36:11 AM","ibeatupkids","FluffyT","Hold-P103 V","$6,000","40","g"
"7/1/2015 3:37:36 AM","iSmooth","FluffyT","Osmium Armor III","$9,500","56","g"
"7/1/2015 4:04:06 AM","plons","kleynhde","Hold-P204 VI","$12,500","45","g"
"7/1/2015 4:06:22 AM","DreamyState","kleynhde","Exodus V","$45,000","63","b"
"7/1/2015 4:11:29 AM","TheDarkOne","PondusCruor","Rapture VIII","$12,000","17","g"
"7/1/2015 4:11:30 AM","BloodBoy","Aishtom","Exodus IX","$200,000","100","g"
"7/1/2015 4:30:08 AM","ibeatupkids","grimreaper","Smolder V","$14,877","21","g"
"7/1/2015 4:33:33 AM","kingswizz","grimreaper","Thorium Armor II","$5,000","53","g"
"7/1/2015 4:40:59 AM","JusticeFox","MrFruitSalt","Harpy V","$940","20","g"
"7/1/2015 4:40:59 AM","JusticeFox","cupubank","Cytoplast Shield XII","$1,927","61","g"
"7/1/2015 4:40:59 AM","JusticeFox","MrFruitSalt","Exoprene Shield V","$909","28","g"
"7/1/2015 4:47:25 AM","cupubank","LSCREW1","Hold-W225 III","$15,000","84","g"
"7/1/2015 5:02:14 AM","shatnersrvnj","MrFruitSalt","Storage IV","$5,525","85","b"
"7/1/2015 5:32:15 AM","neelsie86","thegrace","Auto Cannon XV","$350,000","75","o"
"7/1/2015 5:36:30 AM","Arcadia","Hersoka81","Diamond Armor IX","$15,000","45","g"
"7/1/2015 5:36:30 AM","Arcadia","Bergkvist","Toil Mk. IV","$3,000","48","g"
"7/1/2015 5:37:30 AM","CosmicPanda","MrFruitSalt","Agony XI","$1,118","25","g"
"7/1/2015 5:37:30 AM","CosmicPanda","MrFruitSalt","Disruptor VII","$1,391","32","g"
"7/1/2015 5:37:45 AM","TheDarkOne","UN0WNR4M","Succubus XV","$15,000","47","g"
"7/1/2015 5:45:38 AM","ziuteq","iSmooth","Auto Cannon VI","$10,000","44","g"
"7/1/2015 5:58:38 AM","ziuteq","MrFruitSalt","Cytoplast Shield II","$1,186","50","g"
"7/1/2015 6:10:05 AM","mmmsandwich","AngryWookie","Sage Tech I","$375,000","95","b"
"7/1/2015 6:21:59 AM","iSmooth","PondusCruor","Hold-W111 III","$12,500","35","g"
"7/1/2015 6:26:22 AM","kingswizz","PondusCruor","Banshee VI","$15,000","61","g"
"7/1/2015 6:45:02 AM","Superman1333","victorcraful","Desolator III","$150,000","100","b"
"7/1/2015 6:47:42 AM","gadouas","St3althD3m0n","Prospector","$3,500,000","90","o"
"7/1/2015 7:29:25 AM","Borg","Squints","Proton Launcher I","$35,000","90","g"
"7/1/2015 7:30:14 AM","kingswizz","kjibik","Ripper VII","$20,000","20","b"
"7/1/2015 7:31:49 AM","WarCryciS","kuledood32","LCD-V2","$250,000","65","p"
"7/1/2015 7:33:42 AM","CaptD","Ashmadai","Hold-W116 III","$10,000","65","g"
"7/1/2015 7:46:45 AM","UNL3ASH3D","Squints","LCD-V1","$20,000","37","g"
"7/1/2015 7:58:52 AM","xVenuSx","Gorilium","Hold-W112 V","$45,000","61","g"
"7/1/2015 8:11:21 AM","Drizzy","St3althD3m0n","LCD-V1","$1,800,000","100","o"
"7/1/2015 8:41:02 AM","Buckeye27","thekaz","Hold-R107 V","$1,000,000","100","b"
"7/1/2015 8:43:58 AM","qqking","flayerkiller","Auto Cannon II","$135,000","57","b"
"7/1/2015 8:50:13 AM","ShadyDream","galactiga","Tank","$600,000","100","p"
"7/1/2015 9:17:54 AM","xVenuSx","flayerkiller","Hold-W105 III","$65,000","38","g"
"7/1/2015 9:27:04 AM","usine72","TheDarkOne","Eradicator VII","$35,000","20","b"
"7/1/2015 9:59:38 AM","kuledood32","SkippyD","Desolator VII","$100,000","53","b"
"7/1/2015 10:06:29 AM","mrelic","CaptTom","Exoprene Shield IV","$5,000","60","g"
"7/1/2015 10:09:27 AM","Chalky","moi","Carbide Hull VI","$65,000","100","b"
"7/1/2015 10:14:51 AM","RivenDeckard","Porkinstein","Auto Cannon IV","$999,000","100","o"
"7/1/2015 10:17:38 AM","DopeSc","dontgivea","Auto Cannon XIX","$1,800,000","100","r"
"7/1/2015 10:50:48 AM","Kark","cupunubitol","Ruin III","$3,500","39","g"
"7/1/2015 10:55:14 AM","kingswizz","Cheesyman","Carbide Hull III","$40,000","40","g"
"7/1/2015 10:57:07 AM","Ruvyen","Bullitt482","HX-V7","$200,000","97","p"
"7/1/2015 11:03:43 AM","CaptTom","DeesNts","Holocrine Shield VI","$319,000","55","p"
"7/1/2015 11:17:23 AM","Graystripe","xxTheDudexx","WP-V3","$500,000","55","p"
"7/1/2015 11:18:54 AM","Ashmadai","John108","Mass Driver IV","$60,000","63","b"
"7/1/2015 11:24:31 AM","usine72","gyudon","Mutilator V","$25,000","16","g"
"7/1/2015 11:27:36 AM","kuledood32","gyudon","Osmium Armor VI","$5,000","41","g"
"7/1/2015 11:31:34 AM","PYROIS","St3althD3m0n","Oblivion IV","$1,500,000","100","o"
"7/1/2015 11:43:13 AM","kingswizz","Decoy1337","Composite Hull II","$15,000","36","b"
"7/1/2015 12:07:25 PM","DreamyState","TheDarkOne","Agony XIV","$25,000","47","b"
"6/30/2015 12:00:04 AM","blackcrow","Kazuya","Hold-P223 IV","$25,000","53","g"
"6/30/2015 12:03:45 AM","TheCrippler","DreamyState","Hold-P119 IV","$1,000","21","g"
"6/30/2015 12:07:45 AM","lilyislost","iSmooth","Carbide Hull V","$5,000","43","g"
"6/30/2015 12:07:45 AM","lilyislost","Decoy1337","Cytoplast Shield II","$5,000","21","g"
"6/30/2015 12:10:09 AM","iSmooth","andybt","Pain III","$12,500","43","g"
"6/30/2015 12:15:22 AM","iSmooth","Kronic","Horror II","$29,000","27","g"
"6/30/2015 12:15:31 AM","Auburn14","Kronic","Osmium Armor X","$15,000","61","g"
"6/30/2015 12:22:29 AM","stexi","Gunsmoke187","Mass Driver XIII","$30,000","50","b"
"6/30/2015 12:22:39 AM","Ruvyen","Gunsmoke187","Meson Blaster V","$25,000","38","b"
"6/30/2015 12:27:56 AM","Mackem","tonin","Carbide Hull VII","$295,000","100","p"
"6/30/2015 12:34:17 AM","CaptMo","Lylee","Drone Tech II","$2,500,000","100","p"
"6/30/2015 12:41:14 AM","Deathknot","mook","Ajax Gambit IX","$100,000","38","g"
"6/30/2015 12:47:09 AM","KrytonRD","Squints","Starshatter IX","$32,418","30","g"
"6/30/2015 12:53:04 AM","stexi","Voltz","Mass Driver XV","$7,000","19","g"
"6/30/2015 1:03:17 AM","mictropmsu","DreamyState","Hold-W119 VIII","$5,705","33","b"
"6/30/2015 1:13:14 AM","iSmooth","Tsieadin","Holocrine Shield II","$9,500","48","g"
"6/30/2015 1:14:17 AM","UN0WNR4M","moi","Hold-P224 VII","$7,159","61","b"
"6/30/2015 1:36:54 AM","MrFruitSalt","tomlinson25","Storage VIII","$110,000","96","o"
"6/30/2015 1:43:34 AM","plons","moi","Hold-W123 III","$8,500","44","g"
"6/30/2015 2:17:57 AM","stexi","iSmooth","Holocrine Shield III","$3,500","52","g"
"6/30/2015 2:22:43 AM","iSmooth","HalcyonicHun","Carbide Hull I","$9,500","45","g"
"6/30/2015 2:53:34 AM","Mackem","healforone","Exoprene Shield VI","$99,500","100","p"
"6/30/2015 2:54:46 AM","healforone","HalcyonicHun","Carbide Hull III","$19,999","43","b"
"6/30/2015 3:10:04 AM","GreenDragon","stormiNorm","Banshee V","$50,000","70","g"
"6/30/2015 3:17:19 AM","DangrousMind","neelsie86","Riftbreaker XI","$7,000","26","g"
"6/30/2015 3:18:29 AM","bumalu","cupubank","Hold-H104 III","$6,000","47","g"
"6/30/2015 3:21:46 AM","wmbuRn","neelsie86","Hold-H103 III","$2,000","32","g"
"6/30/2015 3:41:37 AM","TheCrippler","neelsie86","Mass Driver VI","$2,075","64","g"
"6/30/2015 3:54:27 AM","ShadyDream","WarKrimez","Alien Hunter","$2,400,000","96","o"
"6/30/2015 3:58:50 AM","HalcyonicHun","UN0WNR4M","Carbide Hull I","$28,000","45","g"
"6/30/2015 3:59:25 AM","UrsaKodiak","HalcyonicHun","Auto Cannon II","$24,000","46","g"
"6/30/2015 3:59:27 AM","cupubank","HalcyonicHun","Hold-P206 III","$14,000","100","g"
"6/30/2015 4:10:08 AM","Moji","FluffyT","Osmium Armor VI","$13,000","56","g"
"6/30/2015 4:18:14 AM","Hoodie","FluffyT","Hold-H119 III","$15,000","48","g"
"6/30/2015 4:33:08 AM","headstrike","2of9","HX-V12","$100,000","100","b"
"6/30/2015 4:44:08 AM","Norris","cupubank","Hold-H116 VI","$863","56","g"
"6/30/2015 4:44:08 AM","Norris","Wolfgard","Hold-W205 V","$283","17","g"
"6/30/2015 4:44:08 AM","Norris","neelsie86","Hold-W107 IV","$399","22","g"
"6/30/2015 5:02:25 AM","iSmooth","grimreaper","Mass Driver II","$12,500","36","g"
"6/30/2015 5:08:23 AM","amarch","neelsie86","Toil Mk. I","$2,523","41","g"
"6/30/2015 5:28:27 AM","Diva","MisterMoxxie","Basilisk I","$9,500","25","g"
"6/30/2015 5:29:04 AM","neelsie86","TheQUE","LCD-V12","$15,000","56","g"
"6/30/2015 5:35:16 AM","ShadyDream","ZeroMotion","Technician","$900,000","90","p"
"6/30/2015 5:45:41 AM","TBRealms","ifightnerdz","Viper III","$5,000","25","g"
"6/30/2015 6:31:04 AM","Leland","iSmooth","Osmium Armor X","$4,995","43","g"
"6/30/2015 6:33:10 AM","Leland","IronBank","Thorium Armor VII","$2,744","34","g"
"6/30/2015 6:40:13 AM","DangrousMind","cupubank","Osmium Armor IX","$7,000","61","g"
"6/30/2015 6:41:11 AM","LiAo","seeker66","Harpy VIII","$2,744","32","g"
"6/30/2015 6:41:32 AM","bliznit","ShadyDream","Nova Device","$2,500,000","87","p"
"6/30/2015 6:56:53 AM","neelsie86","Countjimula","Hold-H103 III","$5,000","32","g"
"6/30/2015 7:05:54 AM","draposopard","ShadyDream","Technician","$750,000","100","p"
"6/30/2015 7:11:52 AM","ShadyDream","fior","Battle Ram","$1,000,000","100","p"
"6/30/2015 8:06:57 AM","UrsaKodiak","Wolf87","Eradicator IX","$100,000","57","g"
"6/30/2015 8:19:04 AM","UrsaKodiak","ifightnerdz","Rapture IV","$35,000","78","g"
"6/30/2015 8:21:04 AM","amarch","GoldDigger","Stealth Drive","$2,250,000","100","g"
"6/30/2015 8:35:05 AM","MotherSky","ShootEm","Fusion Beam III","$15,000","56","g"
"6/30/2015 9:10:27 AM","phillipjacks","DaGuide","DCD-V10","$350,000","65","b"
"6/30/2015 9:13:34 AM","WarKrimez","BigThreat","WP-V7","$500,000","85","p"
"6/30/2015 9:14:27 AM","Zilla","neelsie86","Hold-H206 VII","$600","29","g"
"6/30/2015 9:19:57 AM","SwineFlu","Idomeneus","Penatrator VIII","$145,000","100","p"
"6/30/2015 9:28:54 AM","GreenDragon","Ware138","DCD-V3","$275,000","84","p"
"6/30/2015 9:37:44 AM","Countjimula","cupubank","Prophecy III","$5,000","38","g"
"6/30/2015 9:46:39 AM","SwampA","DiZZLe","WP-V11","$20,000","18","g"
"6/30/2015 9:54:52 AM","crook2908","shadowx","Havok Tech I","$265,733","100","p"
"6/30/2015 9:56:15 AM","iSmooth","spazzing","Phaser II","$9,500","64","g"
"6/30/2015 9:56:52 AM","n000b","amarch","Hold-P121 X","$50,000","100","b"
"6/30/2015 10:09:30 AM","bliznit","PureEliza","Hold-W212 II","$150,000","50","b"
"6/30/2015 10:17:18 AM","GoldDigger","Rhoxursox","Prospector","$325,000","100","b"
"6/30/2015 10:18:01 AM","assassinate","HoyaSaxa2","Toil Tech I","$250,000","100","g"
"6/30/2015 10:21:00 AM","iSmooth","Cheesyman","Wyvern IV","$22,000","25","g"
"6/30/2015 10:22:50 AM","neelsie86","bliznit","Grappling Hook","$2,750,000","87","p"
